File_Name,File_Path,Exact_Matches,Fuzzy_Matches,Missing_Items,Total_Issues
"1800PACKOUTS FRANCHISE, LLC_2024.json","C:\Projects\NewFranchiseData_Windows\FinalFranchiseData_Windows\data\processed_data\json_documents\1800PACKOUTS FRANCHISE, LLC_2024.json",1,22,0,22
1HCS FRANCHISING LLC_2024.json,C:\Projects\NewFranchiseData_Windows\FinalFranchiseData_Windows\data\processed_data\json_documents\1HCS FRANCHISING LLC_2024.json,19,4,0,11
"1ST CLASS FRANCHISING, LLC_2024.json","C:\Projects\NewFranchiseData_Windows\FinalFranchiseData_Windows\data\processed_data\json_documents\1ST CLASS FRANCHISING, LLC_2024.json",18,5,0,10
"2ND FAMILY FRANCHISING, LLC_2024.json","C:\Projects\NewFranchiseData_Windows\FinalFranchiseData_Windows\data\processed_data\json_documents\2ND FAMILY FRANCHISING, LLC_2024.json",19,4,0,11
"30 MINUTE HIT USA, LLC_2024.json","C:\Projects\NewFranchiseData_Windows\FinalFranchiseData_Windows\data\processed_data\json_documents\30 MINUTE HIT USA, LLC_2024.json",1,22,0,22
"360 PAINTING, LLC_2024.json","C:\Projects\NewFranchiseData_Windows\FinalFranchiseData_Windows\data\processed_data\json_documents\360 PAINTING, LLC_2024.json",17,5,1,15
"360BRANDS, INC._2024.json","C:\Projects\NewFranchiseData_Windows\FinalFranchiseData_Windows\data\processed_data\json_documents\360BRANDS, INC._2024.json",1,22,0,22
4EVER FRANCHISOR LLC_2024.json,C:\Projects\NewFranchiseData_Windows\FinalFranchiseData_Windows\data\processed_data\json_documents\4EVER FRANCHISOR LLC_2024.json,1,22,0,22
76 FRANCHISE GROUP LLC (REGIONAL DEVELOPER)_2024.json,C:\Projects\NewFranchiseData_Windows\FinalFranchiseData_Windows\data\processed_data\json_documents\76 FRANCHISE GROUP LLC (REGIONAL DEVELOPER)_2024.json,19,4,0,8
911 RESTORATION FRANCHISE INC._2024.json,C:\Projects\NewFranchiseData_Windows\FinalFranchiseData_Windows\data\processed_data\json_documents\911 RESTORATION FRANCHISE INC._2024.json,1,22,0,22
"9ROUND FRANCHISING, LLC_2024.json","C:\Projects\NewFranchiseData_Windows\FinalFranchiseData_Windows\data\processed_data\json_documents\9ROUND FRANCHISING, LLC_2024.json",1,22,0,22
"9ROUND HOLDING COMPANY, LLC_2024.json","C:\Projects\NewFranchiseData_Windows\FinalFranchiseData_Windows\data\processed_data\json_documents\9ROUND HOLDING COMPANY, LLC_2024.json",1,22,0,22
A&W RESTAURANTS INC_2024.json,C:\Projects\NewFranchiseData_Windows\FinalFranchiseData_Windows\data\processed_data\json_documents\A&W RESTAURANTS INC_2024.json,0,23,0,23
"A1 KITCHEN & BATH FRANCHISING, LLC_2024.json","C:\Projects\NewFranchiseData_Windows\FinalFranchiseData_Windows\data\processed_data\json_documents\A1 KITCHEN & BATH FRANCHISING, LLC_2024.json",0,23,0,23
AAMCO TRANSMISSIONS LLC_2024.json,C:\Projects\NewFranchiseData_Windows\FinalFranchiseData_Windows\data\processed_data\json_documents\AAMCO TRANSMISSIONS LLC_2024.json,1,22,0,22
"ABBEY CARPET CO., INC._2024.json","C:\Projects\NewFranchiseData_Windows\FinalFranchiseData_Windows\data\processed_data\json_documents\ABBEY CARPET CO., INC._2024.json",20,2,1,6
"ABC, INC_2024.json","C:\Projects\NewFranchiseData_Windows\FinalFranchiseData_Windows\data\processed_data\json_documents\ABC, INC_2024.json",0,23,0,23
"ABCSP, LLC_2024.json","C:\Projects\NewFranchiseData_Windows\FinalFranchiseData_Windows\data\processed_data\json_documents\ABCSP, LLC_2024.json",1,22,0,22
"ABM FRANCHISING GROUP, LLC_2024.json","C:\Projects\NewFranchiseData_Windows\FinalFranchiseData_Windows\data\processed_data\json_documents\ABM FRANCHISING GROUP, LLC_2024.json",18,5,0,13
ABRA FRANCHISOR SPV LLC_2024.json,C:\Projects\NewFranchiseData_Windows\FinalFranchiseData_Windows\data\processed_data\json_documents\ABRA FRANCHISOR SPV LLC_2024.json,1,22,0,22
"ABS FRANCHISE SERVICES, INC._2024.json","C:\Projects\NewFranchiseData_Windows\FinalFranchiseData_Windows\data\processed_data\json_documents\ABS FRANCHISE SERVICES, INC._2024.json",18,5,0,13
"ACASA SENIOR CARE FRANCHISING, INC._2024.json","C:\Projects\NewFranchiseData_Windows\FinalFranchiseData_Windows\data\processed_data\json_documents\ACASA SENIOR CARE FRANCHISING, INC._2024.json",18,5,0,12
"ACCELERATED SERVICES FRANCHISE, LLC_2024.json","C:\Projects\NewFranchiseData_Windows\FinalFranchiseData_Windows\data\processed_data\json_documents\ACCELERATED SERVICES FRANCHISE, LLC_2024.json",1,22,0,22
"ACCURATE LEAK AND LINE, LLC_2024.json","C:\Projects\NewFranchiseData_Windows\FinalFranchiseData_Windows\data\processed_data\json_documents\ACCURATE LEAK AND LINE, LLC_2024.json",1,22,0,22
"ACE HANDYMAN FRANCHISING, INC._2024.json","C:\Projects\NewFranchiseData_Windows\FinalFranchiseData_Windows\data\processed_data\json_documents\ACE HANDYMAN FRANCHISING, INC._2024.json",1,22,0,22
"ACE PICKLEBALL CLUB FRANCHISE, LLC_2024.json","C:\Projects\NewFranchiseData_Windows\FinalFranchiseData_Windows\data\processed_data\json_documents\ACE PICKLEBALL CLUB FRANCHISE, LLC_2024.json",1,22,0,22
ACE SUSHI FRANCHISE CORPORATION_2024.json,C:\Projects\NewFranchiseData_Windows\FinalFranchiseData_Windows\data\processed_data\json_documents\ACE SUSHI FRANCHISE CORPORATION_2024.json,1,22,0,22
ACFN FRANCHISED INC._2023.json,C:\Projects\NewFranchiseData_Windows\FinalFranchiseData_Windows\data\processed_data\json_documents\ACFN FRANCHISED INC._2023.json,1,22,0,22
"ACTIKARE, INC._2024.json","C:\Projects\NewFranchiseData_Windows\FinalFranchiseData_Windows\data\processed_data\json_documents\ACTIKARE, INC._2024.json",1,22,0,22
"AD2019 FRANCHISE, LLC_2024.json","C:\Projects\NewFranchiseData_Windows\FinalFranchiseData_Windows\data\processed_data\json_documents\AD2019 FRANCHISE, LLC_2024.json",1,22,0,22
ADVANCED FRESH CONCEPTS FRANCHISE CORP_2024.json,C:\Projects\NewFranchiseData_Windows\FinalFranchiseData_Windows\data\processed_data\json_documents\ADVANCED FRESH CONCEPTS FRANCHISE CORP_2024.json,19,4,0,11
"ADVANCED LASER RESTORATION, LLC_2024.json","C:\Projects\NewFranchiseData_Windows\FinalFranchiseData_Windows\data\processed_data\json_documents\ADVANCED LASER RESTORATION, LLC_2024.json",1,22,0,22
"ADVANCED MOBILE IV, LLC_2024.json","C:\Projects\NewFranchiseData_Windows\FinalFranchiseData_Windows\data\processed_data\json_documents\ADVANCED MOBILE IV, LLC_2024.json",0,23,0,19
"ADVANTACLEAN SYSTEMS, LLC_2024.json","C:\Projects\NewFranchiseData_Windows\FinalFranchiseData_Windows\data\processed_data\json_documents\ADVANTACLEAN SYSTEMS, LLC_2024.json",17,6,0,15
AERUS FRANCHISING LLC_2024.json,C:\Projects\NewFranchiseData_Windows\FinalFranchiseData_Windows\data\processed_data\json_documents\AERUS FRANCHISING LLC_2024.json,1,22,0,22
"AFC FRANCHISING, LLC_2024.json","C:\Projects\NewFranchiseData_Windows\FinalFranchiseData_Windows\data\processed_data\json_documents\AFC FRANCHISING, LLC_2024.json",1,22,0,22
"AGILE PURSUITS FRANCHISING, INC._2024.json","C:\Projects\NewFranchiseData_Windows\FinalFranchiseData_Windows\data\processed_data\json_documents\AGILE PURSUITS FRANCHISING, INC._2024.json",1,22,0,22
AIRA FITNESS FRANCHISING LLC_2024.json,C:\Projects\NewFranchiseData_Windows\FinalFranchiseData_Windows\data\processed_data\json_documents\AIRA FITNESS FRANCHISING LLC_2024.json,1,22,0,22
AIRE SERV SPV LLC_2024.json,C:\Projects\NewFranchiseData_Windows\FinalFranchiseData_Windows\data\processed_data\json_documents\AIRE SERV SPV LLC_2024.json,1,22,0,22
"AIRE-MASTER OF AMERICA, INC._2024.json","C:\Projects\NewFranchiseData_Windows\FinalFranchiseData_Windows\data\processed_data\json_documents\AIRE-MASTER OF AMERICA, INC._2024.json",0,23,0,8
ALAIR ENTERPRISES USA INC._2024.json,C:\Projects\NewFranchiseData_Windows\FinalFranchiseData_Windows\data\processed_data\json_documents\ALAIR ENTERPRISES USA INC._2024.json,1,22,0,22
"ALL FRANCHISING, LLC_2024.json","C:\Projects\NewFranchiseData_Windows\FinalFranchiseData_Windows\data\processed_data\json_documents\ALL FRANCHISING, LLC_2024.json",18,5,0,12
ALLIANCE FRANCHISE BRANDS LLC_2024.json,C:\Projects\NewFranchiseData_Windows\FinalFranchiseData_Windows\data\processed_data\json_documents\ALLIANCE FRANCHISE BRANDS LLC_2024.json,1,22,0,22
"ALLOY PERSONAL TRAINING, LLC_2024.json","C:\Projects\NewFranchiseData_Windows\FinalFranchiseData_Windows\data\processed_data\json_documents\ALLOY PERSONAL TRAINING, LLC_2024.json",1,22,0,22
ALOHA POKE FRANCHISING LLC_2024.json,C:\Projects\NewFranchiseData_Windows\FinalFranchiseData_Windows\data\processed_data\json_documents\ALOHA POKE FRANCHISING LLC_2024.json,1,22,0,22
"ALPHAGRAPHICS, INC._2024.json","C:\Projects\NewFranchiseData_Windows\FinalFranchiseData_Windows\data\processed_data\json_documents\ALPHAGRAPHICS, INC._2024.json",1,22,0,22
"AMAZING LASH FRANCHISE, LLC_2024.json","C:\Projects\NewFranchiseData_Windows\FinalFranchiseData_Windows\data\processed_data\json_documents\AMAZING LASH FRANCHISE, LLC_2024.json",18,5,0,15
AMERICA'S MUSIC SCHOOL LLC_2024.json,C:\Projects\NewFranchiseData_Windows\FinalFranchiseData_Windows\data\processed_data\json_documents\AMERICA'S MUSIC SCHOOL LLC_2024.json,19,4,0,12
AMERICAN DAIRY QUEEN CORPORATION_2024.json,C:\Projects\NewFranchiseData_Windows\FinalFranchiseData_Windows\data\processed_data\json_documents\AMERICAN DAIRY QUEEN CORPORATION_2024.json,22,1,0,1
"AMERICAN DECORATIVE COATINGS, LLC_2024.json","C:\Projects\NewFranchiseData_Windows\FinalFranchiseData_Windows\data\processed_data\json_documents\AMERICAN DECORATIVE COATINGS, LLC_2024.json",16,7,0,16
AMERICAN LEAK DETECTION_2024.json,C:\Projects\NewFranchiseData_Windows\FinalFranchiseData_Windows\data\processed_data\json_documents\AMERICAN LEAK DETECTION_2024.json,1,22,0,22
"AMERICAN POOLPLAYERS ASSOCIATION, INC._2024.json","C:\Projects\NewFranchiseData_Windows\FinalFranchiseData_Windows\data\processed_data\json_documents\AMERICAN POOLPLAYERS ASSOCIATION, INC._2024.json",1,22,0,22
"AMERICAN SHAMAN FRANCHISE SYSTEM, LLC_2024.json","C:\Projects\NewFranchiseData_Windows\FinalFranchiseData_Windows\data\processed_data\json_documents\AMERICAN SHAMAN FRANCHISE SYSTEM, LLC_2024.json",19,4,0,11
"AMERICINN INTERNATIONAL, LLC_2024.json","C:\Projects\NewFranchiseData_Windows\FinalFranchiseData_Windows\data\processed_data\json_documents\AMERICINN INTERNATIONAL, LLC_2024.json",20,3,0,9
AMERIPRISE FINANCIAL SERVICES LLC_2024.json,C:\Projects\NewFranchiseData_Windows\FinalFranchiseData_Windows\data\processed_data\json_documents\AMERIPRISE FINANCIAL SERVICES LLC_2024.json,1,22,0,22
AMERISOURCEBERGEN DRUG CORPORATION_2023.json,C:\Projects\NewFranchiseData_Windows\FinalFranchiseData_Windows\data\processed_data\json_documents\AMERISOURCEBERGEN DRUG CORPORATION_2023.json,1,22,0,22
"AMRAMP, LLC_2023.json","C:\Projects\NewFranchiseData_Windows\FinalFranchiseData_Windows\data\processed_data\json_documents\AMRAMP, LLC_2023.json",1,22,0,22
AMSPIRIT FRANCHISE CORPORATION_2024.json,C:\Projects\NewFranchiseData_Windows\FinalFranchiseData_Windows\data\processed_data\json_documents\AMSPIRIT FRANCHISE CORPORATION_2024.json,18,5,0,11
"ANAGO FRANCHISING, INC._2024.json","C:\Projects\NewFranchiseData_Windows\FinalFranchiseData_Windows\data\processed_data\json_documents\ANAGO FRANCHISING, INC._2024.json",17,6,0,17
"ANCHORED TINY HOMES FRANCHISING, LLC_2024.json","C:\Projects\NewFranchiseData_Windows\FinalFranchiseData_Windows\data\processed_data\json_documents\ANCHORED TINY HOMES FRANCHISING, LLC_2024.json",1,22,0,22
ANGRY CHICKZ FRANCHISING LLC_2024.json,C:\Projects\NewFranchiseData_Windows\FinalFranchiseData_Windows\data\processed_data\json_documents\ANGRY CHICKZ FRANCHISING LLC_2024.json,1,22,0,22
"ANGRY CRAB SHACK FRANCHISE, LLC_2024.json","C:\Projects\NewFranchiseData_Windows\FinalFranchiseData_Windows\data\processed_data\json_documents\ANGRY CRAB SHACK FRANCHISE, LLC_2024.json",18,5,0,13
ANNEX BRANDS INC_2024.json,C:\Projects\NewFranchiseData_Windows\FinalFranchiseData_Windows\data\processed_data\json_documents\ANNEX BRANDS INC_2024.json,1,22,0,22
"ANOTHER BROKEN EGG OF AMERICA, LLC_2024.json","C:\Projects\NewFranchiseData_Windows\FinalFranchiseData_Windows\data\processed_data\json_documents\ANOTHER BROKEN EGG OF AMERICA, LLC_2024.json",1,22,0,22
"ANY TEST FRANCHISING, INC._2024.json","C:\Projects\NewFranchiseData_Windows\FinalFranchiseData_Windows\data\processed_data\json_documents\ANY TEST FRANCHISING, INC._2024.json",1,22,0,22
ANYTIME FITNESS FRANCHISOR LLC_2024.json,C:\Projects\NewFranchiseData_Windows\FinalFranchiseData_Windows\data\processed_data\json_documents\ANYTIME FITNESS FRANCHISOR LLC_2024.json,1,22,0,22
"APEX LEADERSHIP FRANCHISING, LLC_2023.json","C:\Projects\NewFranchiseData_Windows\FinalFranchiseData_Windows\data\processed_data\json_documents\APEX LEADERSHIP FRANCHISING, LLC_2023.json",17,6,0,13
APPLEBEE'S FRANCHISOR LLC_2024.json,C:\Projects\NewFranchiseData_Windows\FinalFranchiseData_Windows\data\processed_data\json_documents\APPLEBEE'S FRANCHISOR LLC_2024.json,1,22,0,22
AQUA-TOTS SWIM SCHOOL HOLDING LLC_2024.json,C:\Projects\NewFranchiseData_Windows\FinalFranchiseData_Windows\data\processed_data\json_documents\AQUA-TOTS SWIM SCHOOL HOLDING LLC_2024.json,17,6,0,15
"ARBY'S FRANCHISOR, LLC_2024.json","C:\Projects\NewFranchiseData_Windows\FinalFranchiseData_Windows\data\processed_data\json_documents\ARBY'S FRANCHISOR, LLC_2024.json",0,23,0,23
"ARCHADECK FRANCHISOR, LLC_2024.json","C:\Projects\NewFranchiseData_Windows\FinalFranchiseData_Windows\data\processed_data\json_documents\ARCHADECK FRANCHISOR, LLC_2024.json",1,22,0,22
"ARCPOINT FRANCHISE GROUP, LLC_2024.json","C:\Projects\NewFranchiseData_Windows\FinalFranchiseData_Windows\data\processed_data\json_documents\ARCPOINT FRANCHISE GROUP, LLC_2024.json",1,22,0,22
"ART OF DRAWERS FRANCHISE SYSTEMS, LLC_2024.json","C:\Projects\NewFranchiseData_Windows\FinalFranchiseData_Windows\data\processed_data\json_documents\ART OF DRAWERS FRANCHISE SYSTEMS, LLC_2024.json",1,22,0,22
"ARTHUR MURRAY INTERNATIONAL, INC_2023.json","C:\Projects\NewFranchiseData_Windows\FinalFranchiseData_Windows\data\processed_data\json_documents\ARTHUR MURRAY INTERNATIONAL, INC_2023.json",1,22,0,22
ARYES FRANCHISING LLC_2024.json,C:\Projects\NewFranchiseData_Windows\FinalFranchiseData_Windows\data\processed_data\json_documents\ARYES FRANCHISING LLC_2024.json,1,22,0,22
ASP FRANCHISING SPE LLC_2024.json,C:\Projects\NewFranchiseData_Windows\FinalFranchiseData_Windows\data\processed_data\json_documents\ASP FRANCHISING SPE LLC_2024.json,1,22,0,22
"ASSISTING HANDS HOME CARE, LLC_2024.json","C:\Projects\NewFranchiseData_Windows\FinalFranchiseData_Windows\data\processed_data\json_documents\ASSISTING HANDS HOME CARE, LLC_2024.json",1,22,0,22
ATAX LLC DBA ATAX_2024.json,C:\Projects\NewFranchiseData_Windows\FinalFranchiseData_Windows\data\processed_data\json_documents\ATAX LLC DBA ATAX_2024.json,17,6,0,13
ATC HEALTHCARE SERVICES LLC_2024.json,C:\Projects\NewFranchiseData_Windows\FinalFranchiseData_Windows\data\processed_data\json_documents\ATC HEALTHCARE SERVICES LLC_2024.json,1,22,0,22
"ATHLETES HQ SYSTEMS, INC._2024.json","C:\Projects\NewFranchiseData_Windows\FinalFranchiseData_Windows\data\processed_data\json_documents\ATHLETES HQ SYSTEMS, INC._2024.json",1,22,0,22
"ATHLETIC REPUBLIC, INC._2024.json","C:\Projects\NewFranchiseData_Windows\FinalFranchiseData_Windows\data\processed_data\json_documents\ATHLETIC REPUBLIC, INC._2024.json",1,22,0,22
"ATOMIUM, INC._2024.json","C:\Projects\NewFranchiseData_Windows\FinalFranchiseData_Windows\data\processed_data\json_documents\ATOMIUM, INC._2024.json",1,22,0,22
"ATP FRANCHISING, LLC_2024.json","C:\Projects\NewFranchiseData_Windows\FinalFranchiseData_Windows\data\processed_data\json_documents\ATP FRANCHISING, LLC_2024.json",0,23,0,23
AUGMENT INC._2024.json,C:\Projects\NewFranchiseData_Windows\FinalFranchiseData_Windows\data\processed_data\json_documents\AUGMENT INC._2024.json,1,22,0,22
AUNTIE ANNE'S FRANCHISOR SPV LLC_2024.json,C:\Projects\NewFranchiseData_Windows\FinalFranchiseData_Windows\data\processed_data\json_documents\AUNTIE ANNE'S FRANCHISOR SPV LLC_2024.json,18,5,0,13
"AURELIO'S IS PIZZA FRANCHISE, LTD._2024.json","C:\Projects\NewFranchiseData_Windows\FinalFranchiseData_Windows\data\processed_data\json_documents\AURELIO'S IS PIZZA FRANCHISE, LTD._2024.json",1,22,0,22
AUSSIE PET MOBILE INC_2024.json,C:\Projects\NewFranchiseData_Windows\FinalFranchiseData_Windows\data\processed_data\json_documents\AUSSIE PET MOBILE INC_2024.json,16,7,0,16
"AUTO SELECT, INC._2024.json","C:\Projects\NewFranchiseData_Windows\FinalFranchiseData_Windows\data\processed_data\json_documents\AUTO SELECT, INC._2024.json",1,22,0,22
"AUTO-LAB FRANCHISING, LLC_2023.json","C:\Projects\NewFranchiseData_Windows\FinalFranchiseData_Windows\data\processed_data\json_documents\AUTO-LAB FRANCHISING, LLC_2023.json",18,5,0,11
"AVIS RENT A CAR SYSTEM, LLC_2024.json","C:\Projects\NewFranchiseData_Windows\FinalFranchiseData_Windows\data\processed_data\json_documents\AVIS RENT A CAR SYSTEM, LLC_2024.json",1,22,0,22
"B & P BURKE, LLC_2024.json","C:\Projects\NewFranchiseData_Windows\FinalFranchiseData_Windows\data\processed_data\json_documents\B & P BURKE, LLC_2024.json",18,5,0,9
B3 FRANCHISING LLC_2024.json,C:\Projects\NewFranchiseData_Windows\FinalFranchiseData_Windows\data\processed_data\json_documents\B3 FRANCHISING LLC_2024.json,1,22,0,22
BAB SYSTEMS INC_2024.json,C:\Projects\NewFranchiseData_Windows\FinalFranchiseData_Windows\data\processed_data\json_documents\BAB SYSTEMS INC_2024.json,16,7,0,12
"BAB SYSTEMS, INC._2024.json","C:\Projects\NewFranchiseData_Windows\FinalFranchiseData_Windows\data\processed_data\json_documents\BAB SYSTEMS, INC._2024.json",19,4,0,12
"BACK NINE GOLF GROUP, LLC_2024.json","C:\Projects\NewFranchiseData_Windows\FinalFranchiseData_Windows\data\processed_data\json_documents\BACK NINE GOLF GROUP, LLC_2024.json",19,4,0,9
"BAM FRANCHISING, INC._2024.json","C:\Projects\NewFranchiseData_Windows\FinalFranchiseData_Windows\data\processed_data\json_documents\BAM FRANCHISING, INC._2024.json",1,22,0,22
"BAMBU FRANCHISING, LLC_2024.json","C:\Projects\NewFranchiseData_Windows\FinalFranchiseData_Windows\data\processed_data\json_documents\BAMBU FRANCHISING, LLC_2024.json",1,22,0,22
BANG COOKIES FRANCHISE LLC_2024.json,C:\Projects\NewFranchiseData_Windows\FinalFranchiseData_Windows\data\processed_data\json_documents\BANG COOKIES FRANCHISE LLC_2024.json,1,22,0,22
BAR-B-CLEAN FRANCHISING INC._2024.json,C:\Projects\NewFranchiseData_Windows\FinalFranchiseData_Windows\data\processed_data\json_documents\BAR-B-CLEAN FRANCHISING INC._2024.json,1,22,0,22
"BARBERITOS FRANCHISING CO., LLC_2024.json","C:\Projects\NewFranchiseData_Windows\FinalFranchiseData_Windows\data\processed_data\json_documents\BARBERITOS FRANCHISING CO., LLC_2024.json",1,22,0,22
"BARK BUSTERS NORTH AMERICA, LLC_2024.json","C:\Projects\NewFranchiseData_Windows\FinalFranchiseData_Windows\data\processed_data\json_documents\BARK BUSTERS NORTH AMERICA, LLC_2024.json",19,4,0,10
"BARKLEY VENTURES FRANCHISING, LLC_2024.json","C:\Projects\NewFranchiseData_Windows\FinalFranchiseData_Windows\data\processed_data\json_documents\BARKLEY VENTURES FRANCHISING, LLC_2024.json",1,22,0,22
BARREL HOUSE ENTERPRISES LLC_2024.json,C:\Projects\NewFranchiseData_Windows\FinalFranchiseData_Windows\data\processed_data\json_documents\BARREL HOUSE ENTERPRISES LLC_2024.json,0,23,0,23
BASECAMP FITNESS FRANCHISOR LLC_2024.json,C:\Projects\NewFranchiseData_Windows\FinalFranchiseData_Windows\data\processed_data\json_documents\BASECAMP FITNESS FRANCHISOR LLC_2024.json,1,22,0,22
BASKIN ROBBINS FRANCHISING LLC_2024.json,C:\Projects\NewFranchiseData_Windows\FinalFranchiseData_Windows\data\processed_data\json_documents\BASKIN ROBBINS FRANCHISING LLC_2024.json,1,22,0,22
"BATTERIES PLUS, L.L.C._2024.json","C:\Projects\NewFranchiseData_Windows\FinalFranchiseData_Windows\data\processed_data\json_documents\BATTERIES PLUS, L.L.C._2024.json",1,22,0,22
"BAYA BAR FRANCHISE SYSTEMS, LLC_2024.json","C:\Projects\NewFranchiseData_Windows\FinalFranchiseData_Windows\data\processed_data\json_documents\BAYA BAR FRANCHISE SYSTEMS, LLC_2024.json",1,22,0,22
"BAYMONT FRANCHISE SYSTEMS, INC_2024.json","C:\Projects\NewFranchiseData_Windows\FinalFranchiseData_Windows\data\processed_data\json_documents\BAYMONT FRANCHISE SYSTEMS, INC_2024.json",20,3,0,9
"BB FRANCHISE, LLC_2024.json","C:\Projects\NewFranchiseData_Windows\FinalFranchiseData_Windows\data\processed_data\json_documents\BB FRANCHISE, LLC_2024.json",19,4,0,11
BB FRANCHISING LLC_2024.json,C:\Projects\NewFranchiseData_Windows\FinalFranchiseData_Windows\data\processed_data\json_documents\BB FRANCHISING LLC_2024.json,17,6,0,16
BB FRANCHISOR LLC_2024.json,C:\Projects\NewFranchiseData_Windows\FinalFranchiseData_Windows\data\processed_data\json_documents\BB FRANCHISOR LLC_2024.json,1,22,0,22
BBDI LLC_2024.json,C:\Projects\NewFranchiseData_Windows\FinalFranchiseData_Windows\data\processed_data\json_documents\BBDI LLC_2024.json,1,22,0,22
"BBDOTQ USA, INC._2024.json","C:\Projects\NewFranchiseData_Windows\FinalFranchiseData_Windows\data\processed_data\json_documents\BBDOTQ USA, INC._2024.json",1,22,0,22
BC LICENSING LLC_2024.json,C:\Projects\NewFranchiseData_Windows\FinalFranchiseData_Windows\data\processed_data\json_documents\BC LICENSING LLC_2024.json,1,22,0,22
"BCC FRANCHISING, LLC_2024.json","C:\Projects\NewFranchiseData_Windows\FinalFranchiseData_Windows\data\processed_data\json_documents\BCC FRANCHISING, LLC_2024.json",1,22,0,22
"BDS FRANCHISING, LLC_2023.json","C:\Projects\NewFranchiseData_Windows\FinalFranchiseData_Windows\data\processed_data\json_documents\BDS FRANCHISING, LLC_2023.json",19,4,0,11
BEAVERTAILS USA INC._2024.json,C:\Projects\NewFranchiseData_Windows\FinalFranchiseData_Windows\data\processed_data\json_documents\BEAVERTAILS USA INC._2024.json,1,22,0,22
"BEE HIVE HOMES, INC._2024.json","C:\Projects\NewFranchiseData_Windows\FinalFranchiseData_Windows\data\processed_data\json_documents\BEE HIVE HOMES, INC._2024.json",16,7,0,14
BEN & JERRYS FRANCHISING INC_2024.json,C:\Projects\NewFranchiseData_Windows\FinalFranchiseData_Windows\data\processed_data\json_documents\BEN & JERRYS FRANCHISING INC_2024.json,1,22,0,22
BEN'S SOFT PRETZELS FRANCHISING CORPORATION_2024.json,C:\Projects\NewFranchiseData_Windows\FinalFranchiseData_Windows\data\processed_data\json_documents\BEN'S SOFT PRETZELS FRANCHISING CORPORATION_2024.json,1,22,0,22
BENJAMIN FRANKLIN FRANCHISING SPE LLC_2024.json,C:\Projects\NewFranchiseData_Windows\FinalFranchiseData_Windows\data\processed_data\json_documents\BENJAMIN FRANKLIN FRANCHISING SPE LLC_2024.json,1,22,0,22
"BEST BRAINS, INC._2024.json","C:\Projects\NewFranchiseData_Windows\FinalFranchiseData_Windows\data\processed_data\json_documents\BEST BRAINS, INC._2024.json",0,23,0,23
"BEST CAFE - FRANCHISES, LLC_2024.json","C:\Projects\NewFranchiseData_Windows\FinalFranchiseData_Windows\data\processed_data\json_documents\BEST CAFE - FRANCHISES, LLC_2024.json",1,22,0,22
"BEST CHOICE ROOFING FRANCHISING, LLC_2024.json","C:\Projects\NewFranchiseData_Windows\FinalFranchiseData_Windows\data\processed_data\json_documents\BEST CHOICE ROOFING FRANCHISING, LLC_2024.json",17,5,1,13
"BEST WESTERN INTERNATIONAL, INC._2024.json","C:\Projects\NewFranchiseData_Windows\FinalFranchiseData_Windows\data\processed_data\json_documents\BEST WESTERN INTERNATIONAL, INC._2024.json",1,22,0,22
